Numero sentiero tratta;Competenza;Denominazione;Difficoltà;Località inizio;Località fine;Quota inizio;Quota fine;Quota minima;Quota massima;Lunghezza plaminetrica;Lunghezza inclinata;Tempo andata;Tempo ritorno;Gruppo montagne interessate;Comuni toccati,miovalore,cancellato
E315;SEZ. SAT BORGO VALSUGANA, SEZ. SAT PERGINE;;E;PONTE DEL SALTON;VERSANTE N CIMA SETTE SELLE (b.343);1067;2242;1067;2263;8800;8930;04:00;03:00;LAGORAI / Fravòrt - Sette Selle;Telve, Telve di Sopra, Palù del Fersina,16,0
E316;SEZ. SAT TESERO, SEZ. SAT BORGO VALSUGANA;;E;VAL LAGORAI - bivio per Malga Bombasel;PASSO VAL CION (b.318);1382;2076;1382;2372;11310;11450;04:45;04:15;LAGORAI / Mànghen - Stellune - Sàdole;Tesero, Pieve Tesino,15,0
E317;SEZ. SAT CAVALESE, SEZ. SAT BORGO VALSUGANA;;E;TABIA' - parcheggio;PONTE CONSERIA (b.326);1140;1468;1140;2294;15970;16200;06:30;06:00;LAGORAI / Mànghen - Stellune - Sàdole;Cavalese, Castello-Molina di Fiemme, Pieve Tesino, Scurelle,12,0
E317B;SEZ. SAT CAVALESE;;E;VAL MOENA - STALLA VECCHIA (b.317);QUOTA 1671 (b.317);1859;1671;1610;2253;9510;9640;03:50;04:00;LAGORAI / Mànghen - Stellune - Sàdole;Cavalese,14,0
E318;SEZ. SAT CAVALESE, SEZ. SAT BORGO VALSUGANA;;E;PONTE DELLE STUE - Val Cadino;PASSO CINQUE CROCI (b.326);1240;2018;1240;2256;13760;13930;05:10;04:40;LAGORAI / Mànghen - Stellune - Sàdole;Castello-Molina di Fiemme, Pieve Tesino,20,0
E319;SEZ. SAT TESERO;;E;MALGA TOAZZO (b.354);pr. MALGA LAGORAI (b.316);1460;1877;1460;2124;5940;6060;02:20;02:00;LAGORAI / Mànghen - Stellune - Sàdole;Panchià, Tesero,13,0
E319A;SEZ. SAT O.C.;"SENTIERO DEI PIERONI ""GIULIO GIOVANNINI""";E;QUOTA 1955 (b.319);pr. FORCELLA DEI PIERONI (b.321);1955;2460;0;2460;2470;2550;01:30;01:05;LAGORAI / Mànghen - Stellune - Sàdole;Tesero,15,0
E320;SEZ. SAT PRIMIERO S. MARTINO - VANOI, SEZ. SAT PREDAZZO;MULATTIERA DI SADOLE;E;RIFUGIO REFAVAIE (b.335);MALGA SADOLE - BAITA MONTE CAURIOL (b.349);1116;1600;1116;2066;9990;10140;03:50;03:30;LAGORAI / Mànghen - Stellune - Sàdole;Canal S. Bovo, Ziano di Fiemme,17,0
E321;SEZ. SAT CAVALESE;"SENTIERO ALPINISTICO ATTREZZATO ""DON MARTINO DELUGAN"" - SAA - EE";EE;pr. PASSO SADOLE (b.320);QUOTA 2240 (b.322);2066;2240;2066;2530;12060;12240;06:10;06:00;LAGORAI / Mànghen - Stellune - Sàdole;Ziano di Fiemme, Panchià, Tesero, Cavalese,12,0
E321A;SEZ. SAT CAVALESE;;E;VERSANTE O CIMON DELLA ROA (b.353A);VERSANTE NO DI CIMA LAGORAI (b.321);2090;2320;2090;2320;1400;1420;00:50;00:40;LAGORAI / Mànghen - Stellune - Sàdole;Cavalese,13,0
E322;SEZ. SAT BORGO VALSUGANA, SEZ. SAT CAVALESE;SAA;EE;PASSO DEL MANGHEN (b.310);FORCELLA VALSORDA (b.317-318);2047;2256;2047;2278;9870;9990;04:15;04:10;LAGORAI / Mànghen - Stellune - Sàdole;Telve, Castello-Molina di Fiemme,11,0
E322A;SEZ. SAT CAVALESE;;E;BAITA MANGHEN - LAGHETTO CADINELLO;PIAN DELLE FAVE (b.322);2019;2160;2019;2160;3600;3630;01:30;01:20;LAGORAI / Mànghen - Stellune - Sàdole;Castello-Molina di Fiemme,17,0
E322B;SEZ. SAT BORGO VALSUGANA;;E;LAGO DI MONTALON (b.362);FORCELLA PALA DEL BECCO (b.322);2089;2248;2089;2248;1400;1410;00:45;00:30;LAGORAI / Mànghen - Stellune - Sàdole;Telve,15,0
E323;SEZ. SAT BORGO VALSUGANA;;E;RIFUGIO SEROT (b.371-372B);PASSO DEL LAGO (b.325-343);1566;2213;1566;2213;6020;6110;02:30;02:00;LAGORAI / Fravòrt - Sette Selle;Roncegno Terme, Ronchi Valsugana, Torcegno,18,0
E323B;SEZ. SAT BORGO VALSUGANA;;E;SAMONA;SETTE LAGHI (b.323);1431;1989;1431;1989;4500;4550;02:00;01:30;LAGORAI / Fravòrt - Sette Selle;Torcegno, Ronchi Valsugana,15,0
E324;SEZ. SAT PERGINE;;E;VALCAVA - Baita Balkofhitt;QUOTA 1955 - INDERTOL (b.343);1620;1955;1620;2035;6570;6650;03:00;02:40;LAGORAI / Fravòrt - Sette Selle;Fierozzo, Palù del Fersina,14,0
E324A;SEZ. SAT PERGINE;SENTER DELE VACHE;E;pr. MALGA PLETZN;QUOTA 1780 (b.324);1605;1780;1605;1780;680;710;00:30;00:20;LAGORAI / Fravòrt - Sette Selle;Fierozzo, Palù del Fersina,13,0
E325;SEZ. SAT PERGINE;SAA;EE;PALU pr. PONTE RIO BATTISTI (b.370);RISTORANTE PANAROTTA (b.313);1455;1780;1435;2383;13970;14250;06:45;06:30;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina, Fierozzo, Torcegno, Roncegno Terme, Frassilongo,12,0
E325A;SEZ. SAT PERGINE;;E;QUOTA 1435 - località Unterstoll (b.325);pr. MASO LENZI (b.325);1435;1675;1435;1675;1900;1920;00:50;00:35;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina,20,0
E326;SEZ. SAT BORGO VALSUGANA, SEZ. SAT TESINO;;E;PONTE CONSERIA (b.317);BUALON DI CIMA D'ASTA (b.327);1468;2000;1468;2230;7680;7830;04:00;03:20;CIMA D'ASTA / Cime di Rava;Scurelle, Pieve Tesino, Castello Tesino,17,0
E327;"RIF. CIMA D'ASTA ""OTTONE BRENTARI""";;E;MALGA SORGAZZA (b.328);RIFUGIO CIMA D'ASTA (b.364-386);1450;2476;1450;2476;8170;8290;03:10;02:30;CIMA D'ASTA / Zimon - Campagnassa;Pieve Tesino,18,0
E327B;"RIF. CIMA D'ASTA ""OTTONE BRENTARI""";SENTIERO DEI LASTONI;EE;BAITO DEL PASTORE (b.327);LASTE' DI CIMA D'ASTA (b.327);2131;2380;2131;2380;890;930;00:40;00:30;CIMA D'ASTA / Zimon - Campagnassa;Pieve Tesino,17,0
E328;SEZ. SAT TESINO;;E;MALGA SORGAZZA (b.327);MALGA RAVA DI SOPRA - Bivacco (b.366);1450;2030;1450;2397;6710;6910;03:50;03:20;CIMA D'ASTA / Cime di Rava;Pieve Tesino, Bieno,19,0
E329;SEZ. SAT BORGO VALSUGANA;;E;FRACENA;pr. RIFUGIO MONTE LEPRE (b.330);447;1286;447;1286;5450;5560;02:30;01:45;MONTE MEZZA - CISMON - LEFRE;Ivano-Fracena, Ospedaletto, Villa Agnedo,11,0
E330;SEZ. SAT TESINO;;E;DRIO CASTELLO;MONTE LEFRE;933;1305;933;1330;4710;4770;02:00;01:40;MONTE MEZZA - CISMON - LEFRE;Pieve Tesino, Ivano-Fracena,15,0
E331;SEZ. SAT TESINO;;E;CASTEL DEI CORNI;PRATI SILANA;1263;1112;1112;1635;4600;4690;02:10;02:20;MONTE MEZZA - CISMON - LEFRE;Pieve Tesino,20,0
E332;SEZ. SAT BORGO VALSUGANA;SENTIERO DI RAVA edi CALDENAVE;E;BIENO - Prati Magri;PONTE RIO CASERINE - Tedon;890;1334;890;2219;13750;14040;06:20;05:50;CIMA D'ASTA / Cime di Rava;Bieno, Strigno, Scurelle,15,0
E332B;SEZ. SAT BORGO VALSUGANA;;E;FORCELLA RAVETTA (b. 332-333);FORZELON DE RAVA (b. 328);2219;2397;2219;2397;2000;2010;00:50;00:45;CIMA D'ASTA / Cime di Rava;Bieno, Strigno,10,0
E333;SEZ. SAT BORGO VALSUGANA;;EE;CENON DI SOTTO - ponte delle Rudole;FORCELLA RAVETTA (b.332-332B);1336;2219;1336;2226;10400;10520;03:50;03:00;CIMA D'ASTA / Cime di Rava;Scurelle, Spera, Strigno,13,0
E334;SEZ. SAT PREDAZZO;;EE;STRADA FORESTALE PER VAL MAGGIORE;pr. LAGO DELLE TRUTE (b.339-349);1330;2110;1330;2110;6100;6200;02:30;01:50;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo,18,0
E335;SEZ. SAT PREDAZZO, SEZ. SAT PRIMIERO S. MARTINO - VANOI;SENTIERO DI VALMAGGIORE e di COLTORONDO;E;MALGA VALMAGGIORE (b.339);RIFUGIO REFAVAIE (b.320);1620;1116;1116;2180;12500;12660;04:15;04:50;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo, Canal S. Bovo,12,0
E335A;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;BIVIO STRADA FOSSERNICA;PIAN DELLE BELLE FIOR (b.335);1650;1951;1650;1951;3600;3630;01:10;01:00;LAGORAI / Cauriòl - Céce - Colbricon;Canal S. Bovo,15,0
E336;SEZ. SAT PREDAZZO, PARCO NATURALE PANEVEGGIO PALE DI S. MARTINO;;E;PONTE SUL RIO DI VALMAGGIORE;PRESE DE VITTORIO - CAMPO BUS (b.368);1570;1468;1468;2393;10110;10330;05:15;05:15;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo, Canal S. Bovo,16,0
E336B;SEZ. SAT PREDAZZO;"SENTIERO ""DON BATTISTIN""";EE;VALLONE O DI CIMA CECE (b.349);LAGHETTO CASERINA (b.336);2250;2087;2087;2265;3600;3630;02:30;02:45;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo,14,0
E337;SEZ. SAT O.C.;;EE;PULESI - Paneveggio;MALGA VALCIGOLERA (b.368);1459;1880;1459;2428;9100;9300;04:50;04:30;LAGORAI / Cauriòl - Céce - Colbricon;Siror,16,0
E338;SEZ. SAT TESINO, SEZ. SAT PRIMIERO S. MARTINO - VANOI;TRODO DE LA REGANA;E;VAL TOLVA' - divieto;CAORIA - PONTE BELFE (b.383);1230;858;858;2047;14580;14780;05:10;05:30;CIMA D'ASTA / Cime di Rava;Castello Tesino, Canal S. Bovo,14,0
E339;SEZ. SAT PRIMIERO S. MARTINO - VANOI;SENTIERO DI VALMAGGIORE e di COLTORONDO;E;MALGA VALMAGGIORE (b.335);VAL FOSSERNICA (b.335);1620;1470;1470;2182;9420;9590;04:00;04:20;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo, Canal S. Bovo,13,0
E340;SEZ. SAT PINÉ, SEZ. SAT PERGINE;;E;"RIFUGIO SPRUGIO ""GIOVANNI TONINI"" (b.443-468)";RIFUGIO SETTE SELLE (b.343);1906;1978;1906;2288;6820;6990;03:30;03:30;LAGORAI / Fravòrt - Sette Selle, LAGORAI / Costalta - Croce;Bedollo, Palù del Fersina,10,0
E340A;SEZ. SAT PERGINE;"SENTIERO DEL CENTENARIO ""DELIO PACE""";EE;PASSO DEI GAROFANI (b.340);FORCELLA D'EZZE (b.315);2158;2263;2158;2354;2030;2090;02:40;02:20;LAGORAI / Fravòrt - Sette Selle;Telve, Telve di Sopra, Palù del Fersina,16,0
E341;SEZ. SAT PREDAZZO;SENTIERO MARESCIALLO GIUSEPPE FARNETI;E;QUOTA 1068 STRADA DELLA VALMAGGIORE;QUOTA 1090 ARGINE TRAVIGNOLO (b.342);1068;1090;1068;1418;5400;5510;02:00;02:00;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo,13,0
E341B;SEZ. SAT PREDAZZO;;E;QUOTA 1180 STRADA DELLA VALMAGGIORE;TOF STRENT (b.341);1180;1418;1180;1439;3130;3170;01:15;01:00;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo,16,0
E342;SEZ. SAT PREDAZZO;;E;QUOTA 1090 ARGINE TRAVIGNOLO(b.341);LAGO DI CECE (b.336);1090;1879;1090;1879;7514;7580;02:30;02:00;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo,15,0
E342B;SEZ. SAT PREDAZZO;;E;RIO DELLE LASTE (b.342);PONTE DELLA SCOFA (b.660A);1550;1222;1222;1550;1600;1640;00:30;00:50;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo,18,0
E343;RIF. SETTE SELLE, SEZ. SAT PERGINE;;E;FROTTEN - PALU' DEL FERSINA (b.325);PASSO DEL LAGO (b.323-325);1550;2213;1550;2250;7640;7770;04:30;03:50;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina, Torcegno,10,0
E343A;SEZ. SAT PERGINE;;E;QUOTA 2035 (b.324);FORCELLA CAVE' (b.343);2035;2184;2035;2184;490;520;00:25;00:15;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina,17,0
E343B;SEZ. SAT PERGINE;;E;VALLE DI ERDEMOLO (b.325);QUOTA 1864 - INDERTOL (b.324);1662;1864;1662;1864;2000;2020;00:40;00:30;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina,10,0
E344;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;ZORTEA;CRINALE DI SPIADI (b.347);1044;1990;1044;1990;4700;4830;03:00;02:00;LAGORAI / Tognòla - Scanaiòl;Canal S. Bovo, Mezzano,17,0
E345;SEZ. SAT PRIMIERO S. MARTINO - VANOI;SENTIERO DEL TOTOGA;E;PASSO DELLA GOBBERA (b.346);LAUSEN;985;749;749;1398;7790;8000;03:20;03:30;LAGORAI / Tognòla - Scanaiòl;Canal S. Bovo,17,0
E345A;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;VAL DELLE CASTALIANE (b.345);MONTE TOTOGA;1370;1705;1370;1705;1850;1900;01:00;00:40;LAGORAI / Tognòla - Scanaiòl;Canal S. Bovo,10,0
E345B;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;PRATI DI TOTOGA (b.345);PRATI ALTI (b.345A);1370;1480;1370;1480;940;950;00:20;00:15;LAGORAI / Tognòla - Scanaiòl;Canal S. Bovo,13,0
E346;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;MASI D'IMER;PASSO DELLA GOBBERA (b.345);620;985;620;985;3700;3760;01:30;01:10;LAGORAI / Tognòla - Scanaiòl;Canal S. Bovo, Imer,13,0
E347;SEZ. SAT O.C., SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;MALGA DOCH - LAGO DI CALAITA(b.350);CANAL SAN BOVO;1621;763;0;2296;15950;16200;06:20;08:00;LAGORAI / Tognòla - Scanaiòl;Siror, Canal S. Bovo, Mezzano,15,0
E348;SEZ. SAT O.C.;;E;RISTORANTE MALGA CES;MALGA ROLLE;1670;1910;0;1927;3600;3640;01:15;01:00;LAGORAI / Cauriòl - Céce - Colbricon;Siror,17,0
E349;SEZ. SAT O.C., SEZ. SAT PREDAZZO;"SENTIERO ""ACHILLE GADLER""(dal Rif. Lag. Colbricon a Forc. Valmaggiore) SAA - EE";EE;RIFUGIO LAGHI DI COLBRICON (b.349);MALGA SADOLE - BAITA MONTE CAURIOL (b.320);1927;1600;1600;2600;21500;21900;011:50;012:10;LAGORAI / Cauriòl - Céce - Colbricon;Predazzo, Siror, Ziano di Fiemme,16,0
E349B;SEZ. SAT PREDAZZO;"SENTIERO DEL FIFOL ""GIOVANNI GUADAGNINI""";E;VERSANTE N FORCELLA VALBONA (b.349);CORONA DELLE POZZE (b.339);2240;2172;2172;2240;1800;1810;00:40;00:40;LAGORAI / Cauriòl - Céce - Colbricon;Siror,19,0
E350;SEZ. SAT O.C.;SENTIERO DI CALAITA;T;SAN MARTINO DI CASTROZZA;MALGA DOCH - LAGO DI CALAITA (b.347);1467;1621;1467;1663;8660;8740;02:40;02:30;LAGORAI / Tognòla - Scanaiòl;Siror, Imer,15,0
E350A;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;PARGHEGGI FUNIVIA TOGNOLA;COL TAMADI (b.350);1410;1570;1410;1570;1000;1020;00:30;00:20;LAGORAI / Tognòla - Scanaiòl;Siror,18,0
E351;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;PIANA DI SIROR (b.359);FORCELLA DI CALAITA (b.350-351A);790;1640;790;1640;4560;4690;02:20;01:40;LAGORAI / Tognòla - Scanaiòl;Siror,15,0
E351A;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;FORCELLA DI CALAITA (b.351-350);pr. CIMA BEDOLE (b.356);1640;1760;1640;1835;4120;4170;01:40;01:30;LAGORAI / Tognòla - Scanaiòl;Siror,17,0
E352;SEZ. SAT O.C.;SENTIERO DELLA TOGNOLA;E;VALCIGOLERA - bivio strade  (b.368);CAORIA;1654;847;847;1988;12360;12480;04:00;04:45;LAGORAI / Tognòla - Scanaiòl;Siror, Canal S. Bovo,19,0
E353;SEZ. SAT CAVALESE;;E;PONTE pr. MALGA VAL MOENA (b.317);VALON (b.316);1740;2035;1740;2278;7400;7530;03:15;02:50;LAGORAI / Mànghen - Stellune - Sàdole;Cavalese, Tesero,11,0
E353A;SEZ. SAT CAVALESE;;E;VALLE DEI LAGHETTI (b.316);pr. BAITO DELLE STELLUNE (b.317);2065;1932;1932;2275;3480;3570;01:20;01:30;LAGORAI / Mànghen - Stellune - Sàdole;Cavalese, Tesero,19,0
E354;SEZ. SAT TESERO;;E;CAVELONTE - EX COLONIA;BUSA DEL CASTEL (b.321);1301;2250;1301;2262;6360;6460;03:20;02:40;LAGORAI / Mànghen - Stellune - Sàdole;Panchià,13,0
E355;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;NOLESCA - ponte Torrente Cismòn (b.359);MASO DEI NANEI (b.356);765;1249;765;1249;1800;1870;01:20;01:00;LAGORAI / Tognòla - Scanaiòl;Siror, Transacqua,10,0
E356;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;PIEVE - FIERA DI PRIMIERO (b.357);pr. BUSE DI SANTA ROMINA (b.379);725;1630;725;1760;5910;6080;03:45;02:40;LAGORAI / Tognòla - Scanaiòl;Transacqua, Mezzano,11,0
E357;SEZ. SAT PRIMIERO S. MARTINO - VANOI;VIA NUOVA;E;PIEVE - FIERA DI PRIMIERO (b.356);PECOLET;725;908;725;908;6190;6240;02:20;02:10;LAGORAI / Tognòla - Scanaiòl;Transacqua, Mezzano, Imer,16,0
E358;SEZ. SAT PRIMIERO S. MARTINO - VANOI, SEZ. SAT O.C.;SENTIERO DI GRUGOLA;E;MEZZANO;FORCELLA FOLGA (b.347);658;2196;658;2196;14300;14520;06:00;05:00;LAGORAI / Tognòla - Scanaiòl;Mezzano, Siror,18,0
E358B;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;VAL DEL LOZEN - SP 239;CAPITELLO DI SANT'ANTONIO (b.358-379);1300;1513;1300;1513;1800;1820;00:40;00:30;LAGORAI / Tognòla - Scanaiòl;Mezzano, Siror,10,0
E359;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;NOLESCA - ponte Torr.Cismòn (b.355);PIAN DEL TERMEN (b.377);765;1390;765;1390;5830;5900;02:20;01:50;LAGORAI / Tognòla - Scanaiòl;Siror,12,0
E360;SEZ. SAT BORGO VALSUGANA, SEZ. SAT TESINO;SENTIERO DI VAL D'INFERNO E DI VAL VENDRAME;E;PONTE CALDENAVE (b.332);PONTE DI VAL VENDRAME (b.327);1750;1534;1534;2309;7910;8100;03:45;04:00;CIMA D'ASTA / Cime di Rava;Scurelle, Pieve Tesino,15,0
E361;SEZ. SAT BORGO VALSUGANA, SEZ. SAT CAVALESE;SENTIERO DI VAL ZIOLERA;E;MALGA BAESSA;MALGA CADINELLO ALTA;1320;1870;1320;2253;6700;6890;03:45;03:15;LAGORAI / Mànghen - Stellune - Sàdole;Telve, Castello-Molina di Fiemme,16,0
E362;SEZ. SAT BORGO VALSUGANA, SEZ. SAT CAVALESE;SENTIERO DI VAL MONTALON;E;CENON;MALGA CAZZORGA (b.318);1310;1845;1310;2133;8100;8220;03:20;02:50;LAGORAI / Mànghen - Stellune - Sàdole;Scurelle, Telve, Castello-Molina di Fiemme,11,0
E363;SEZ. SAT PRIMIERO S. MARTINO - VANOI;SENTIERO ALPINISTICO ATTREZZATO DEL COL DEL VENTO - SAA - EE;EEA;PRONT - CHIESETTA;LASTE' DEI FIORI (b.364);1041;2580;1041;2610;8500;8690;05:15;04:00;CIMA D'ASTA / Zimon - Campagnassa;Castello Tesino,11,0
E364;"RIF. CIMA D'ASTA ""OTTONE BRENTARI""";SENTIERO ATTREZZATO ORTI DELLA REGANA SAA - EE;EE;VAL REGANA (b.338);RIFUGIO CIMA D'ASTA (b.327-386);1942;2476;1942;2680;4900;5010;03:20;02:50;CIMA D'ASTA / Zimon - Campagnassa;Castello Tesino, Pieve Tesino,14,0
E365;SEZ. SAT TESINO;;E;SPIADO;MALGA RAVETTA DI SOTTO (b.332);1300;1830;1300;1830;6690;6770;02:30;02:00;CIMA D'ASTA / Cime di Rava;Pieve Tesino, Bieno, Strigno,11,0
E365A;SEZ. SAT BORGO VALSUGANA;;E;CAPITELLO DI SANT'ANTONIO (b.332);CAPITELLO DELLA MARIA FIORE (b.365);1284;1510;1284;1510;1130;1160;00:40;00:30;CIMA D'ASTA / Cime di Rava;Pieve Tesino, Bieno, Strigno,10,0
E366;SEZ. SAT TESINO;;E;pr. MALGA FIEROLLO DI SOTTO (b.365);VAL DI RAVA (b.332);1482;1880;1482;2246;5700;5850;03:10;02:45;CIMA D'ASTA / Cime di Rava;Bieno,18,0
E366B;SEZ. SAT TESINO;"SENTIERO CRESTA DEL FRATE ""GIOVANNI STROBELE""";EE;pr. FORCELLA FIEROLLO (b.366);PASSO DEL TOMBOLIN (b.328);2207;2340;2207;2364;1900;1930;01:20;01:10;CIMA D'ASTA / Cime di Rava;Pieve Tesino, Bieno,13,0
E367;SEZ. SAT TESINO;SENTIERO DI QUARAZZA;E;VAL MALENE - pr. Case della Centrale;pr. MALGA VAL DEL LAGO (b.328);1200;1805;1200;1805;4400;4490;02:30;01:50;CIMA D'ASTA / Cime di Rava;Pieve Tesino,20,0
E368;SEZ. SAT O.C.;SENTIERO DI VAL ZANCHETA;E;PRESA DE VITTORIO - CAMPO BUS (b.336);STRADA FORESTALE MALGA CREL (b.350);1468;1500;1468;2251;9650;9800;04:10;04:10;LAGORAI / Tognòla - Scanaiòl;Canal S. Bovo, Siror,17,0
E369;SEZ. SAT TESINO;SENTIERO BOALE DEI BROCCATI;E;BOALE DEI BROCCATI (b.365);RICOVERO AIA BELLA VENEZIA (b.366);1410;2025;1410;2025;5780;5850;02:30;01:50;CIMA D'ASTA / Cime di Rava;Pieve Tesino, Bieno, Strigno,18,0
E370;SEZ. SAT PERGINE, SEZ. SAT BORGO VALSUGANA;;E;PALU' DEL FERSINA - Battisti;MALGA CAGNON DI SOTTO;1424;1730;1424;2071;6380;6490;02:30;02:15;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina, Telve,11,0
E370A;SEZ. SAT PERGINE;;E;AUSERTOL - VAL TASAINERI (b.370);QUOTA 1855 (b.343);1750;1855;1750;1855;920;930;00:20;00:15;LAGORAI / Fravòrt - Sette Selle;Palù del Fersina,10,0
E371;SEZ. SAT BORGO VALSUGANA, SEZ. SAT PERGINE;;E;DESENE DI SOPRA;pr. SASSO DEI CACCIATORI (b.324);1500;1770;1500;2152;7410;7540;03:15;03:00;LAGORAI / Fravòrt - Sette Selle;Roncegno Terme, Fierozzo,18,0
E372;SEZ. SAT BORGO VALSUGANA;;E;MALGA PRESE (b.371);LA BASSA (b.325-372B);1693;1834;1693;1834;5200;5220;01:30;01:20;LAGORAI / Fravòrt - Sette Selle;Roncegno Terme, Novaledo,16,0
E372B;SEZ. SAT BORGO VALSUGANA;;E;LA BASSA (b.325-372);RIFUGIO SEROT (b.323-371);1830;1566;1418;1830;8190;8280;02:10;02:30;LAGORAI / Fravòrt - Sette Selle;Roncegno Terme, Novaledo,20,0
E373;SEZ. SAT TESINO;SENTIERO ALPINISTICO ATTREZZATO DI FORCELLA SEGURA - VF - EEA-F;EEA-F;FORCELLA MAGNA (b.326-380);pr. FORCELLA QUARAZZA (b.328);2117;2275;2117;2436;6500;6610;03:00;02:50;CIMA D'ASTA / Cime di Rava;Pieve Tesino,11,0
E373A;SEZ. SAT BORGO VALSUGANA;SENTIERO ATTREZZATO DI VAL ORSERA SAA - EE;EE;PIANA DI CALDENAVE (b.332);pr. FORCELLA ORSERA (b.373);1780;2295;1780;2295;2170;2260;01:50;01:20;CIMA D'ASTA / Cime di Rava;Bieno, Strigno, Scurelle,14,0
E374;SEZ. SAT BORGO VALSUGANA;SENTIERO NATURA DELL'OASI DI VALTRIGONA;E;MALGA VALTRIGHETTA;MALGA D'EZZE (b.315);1445;1954;1430;2114;4800;4910;02:50;02:30;LAGORAI / Fravòrt - Sette Selle;Telve, Telve di Sopra,14,0
E375;"RIF. CIMA D'ASTA ""OTTONE BRENTARI""";VIA FERRATA VF - EEA - D;EEA-PD;VERSANTE SO DI CIMA TELLINA (b.326);PASSO SOCEDE (b.380B-392);2185;2516;2185;2561;1890;1950;01:45;01:30;CIMA D'ASTA / Zimon - Campagnassa;Pieve Tesino,12,0
E376;SEZ. SAT O.C.;;EE;PIAN DI CEREMANA (b.337);"pr. BIVACCO ""ALDO MORO"" (b.349)";1580;2565;1580;2565;3890;4030;03:00;02:00;LAGORAI / Cauriòl - Céce - Colbricon;Siror, Predazzo,19,0
E377;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;PRATI COSAIPI (b.351);STRADA FORESTALE CREL (b.350);1090;1530;1090;1530;4920;4960;01:50;01:20;LAGORAI / Tognòla - Scanaiòl;Siror,11,0
E377A;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;PRATI DISMONI (b.377);BUSA DEI COSAIPI (b.351);1235;1330;1235;1330;600;610;00:20;00:15;LAGORAI / Tognòla - Scanaiòl;Siror,17,0
E378;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;IMER;REDASEGA (b.358);670;1425;670;1425;3550;3650;02:20;01:45;LAGORAI / Tognòla - Scanaiòl;Imer, Mezzano,13,0
E379;SEZ. SAT PRIMIERO S. MARTINO - VANOI;;E;MEZZANO;CAPITELLO SANT'ANTONIO (b.358-358B);658;1513;658;1630;5200;5360;03:00;02:30;CIMA D'ASTA / Zimon - Campagnassa;Mezzano,12,0
E380;SEZ. SAT TESINO;SENTIERO DI SOCEDE;E;BRUSA' - TELEFERICA (b.327);PONTE REFAVAIE - pr. Rifugio Refavaie;1647;1116;1116;2117;14080;14210;04:30;05:00;CIMA D'ASTA / Cime di Rava;Pieve Tesino, Castello Tesino,20,0
E380B;SEZ. SAT TESINO;;E;VERSANTE N PUNTA SOCEDE (b.380);LAGO DI CIMA D'ASTA (b.327);1990;2450;1990;2516;2680;2770;01:50;01:20;CIMA D'ASTA / Zimon - Campagnassa;Pieve Tesino, Castello Tesino,12,0
E381;SEZ. SAT BORGO VALSUGANA;SENTIERO DI SPIADO e SENTIERO DEL SALUBIO;EE;PARISE;MALGA SERRA (b.315);680;1627;680;1852;11990;12160;05:00;04:00;LAGORAI / Fravòrt - Sette Selle;Telve, Telve di Sopra,18,0
E382;SEZ. SAT TESINO;;EE;MALGA CAVALLARA (b.387);CAMPIO DE SORA - TOLVA' (b.338);1677;1721;1677;2343;7290;7480;04:10;04:10;CIMA D'ASTA / Tolvà - Cima Oréna;Castello Tesino,16,0
E383;SEZ. SAT PRIMIERO S. MARTINO - VANOI;SENTIERO DI RAGANEL;EE;CAORIA - PONTE BELFE (b.338);QUOTA 2273 (b.387);858;2273;858;2273;7200;7400;04:15;02:50;CIMA D'ASTA / Tolvà - Cima Oréna;Canal S. Bovo, Castello Tesino,18,0
